"Path","Title","TitleLen","DescLen","Canonical","H1","Words"
"index.html","Cálculos Laborales: sueldo neto, finiquito y paro","49","305","https://calculoslaborales.es/","Calculadoras laborales en España sueldo neto, paro, finiquito y bajas","1160"
"blog/baja-voluntaria-como-comunicarla-plazo-preaviso-derechos.html","Baja voluntaria: cómo comunicarla, preaviso y qué pierdes (2026)","64","148","https://calculoslaborales.es/blog/baja-voluntaria-como-comunicarla-plazo-preaviso-derechos.html","Baja voluntaria: como comunicarla, plazo de preaviso y que pierdes","1274"
"blog/cambios-smi-2026.html","SMI 2026 en España: salario mínimo, nómina e impacto real","57","146","https://calculoslaborales.es/blog/cambios-smi-2026.html","SMI 2026: salario minimo actualizado a 1.260 EUR","1139"
"blog/como-pasar-de-sueldo-bruto-anual-a-neto-mensual-con-ejemplos-reales.html","Como pasar de sueldo bruto anual a neto mensual con ejemplos reales (2026)","74","170","https://calculoslaborales.es/blog/como-pasar-de-sueldo-bruto-anual-a-neto-mensual-con-ejemplos-reales.html","Como pasar de sueldo bruto anual a neto mensual con ejemplos reales","1382"
"blog/como-rellenar-el-modelo-145-paso-a-paso.html","Como rellenar el modelo 145 paso a paso (2026)","46","142","https://calculoslaborales.es/blog/como-rellenar-el-modelo-145-paso-a-paso.html","Como rellenar el modelo 145 paso a paso (2026)","1837"
"blog/como-revisar-una-nomina-paso-a-paso-sin-que-te-enganen.html","Como revisar una nomina paso a paso sin que te enganen (2026)","61","147","https://calculoslaborales.es/blog/como-revisar-una-nomina-paso-a-paso-sin-que-te-enganen.html","Como revisar una nomina paso a paso sin que te enganen","1322"
"blog/como-saber-si-tienes-derecho-a-paro-2026.html","Como saber si tienes derecho a paro en 2026: requisitos reales y errores comunes","80","157","https://calculoslaborales.es/blog/como-saber-si-tienes-derecho-a-paro-2026.html","Como saber si tienes derecho a paro en 2026","1387"
"blog/cuanto-paga-un-autonomo-seguridad-social-2026.html","Cuánto paga un autónomo a la Seguridad Social en 2026","53","150","https://calculoslaborales.es/blog/cuanto-paga-un-autonomo-seguridad-social-2026.html","Cuanto paga un autonomo a la Seguridad Social en 2026","1158"
"blog/cuanto-se-cobra-de-jubilacion-segun-los-anos-cotizados.html","Cuánto se cobra de jubilación según los años cotizados (2026)","61","161","https://calculoslaborales.es/blog/cuanto-se-cobra-de-jubilacion-segun-los-anos-cotizados.html","Cuanto se cobra de jubilacion segun los anos cotizados (2026)","1273"
"blog/diferencia-entre-finiquito-e-indemnizacion-con-ejemplos-reales.html","Diferencia entre finiquito e indemnizacion con ejemplos reales (2026)","69","159","https://calculoslaborales.es/blog/diferencia-entre-finiquito-e-indemnizacion-con-ejemplos-reales.html","Diferencia entre finiquito e indemnizacion con ejemplos reales","1288"
"blog/he-firmado-el-finiquito-puedo-reclamar-igual.html","He firmado el finiquito, puedo reclamar igual: cuando aun puedes revisar cantidades (2026)","90","158","https://calculoslaborales.es/blog/he-firmado-el-finiquito-puedo-reclamar-igual.html","He firmado el finiquito, puedo reclamar igual","1312"
"blog/incapacidad-permanente-total-cuanto-se-cobra-como-tramitar.html","Incapacidad permanente total: cuanto se cobra y como tramitarla (2026)","70","140","https://calculoslaborales.es/blog/incapacidad-permanente-total-cuanto-se-cobra-como-tramitar.html","Incapacidad permanente total: cuanto se cobra y como tramitarla (2026)","1479"
"blog/index.html","Blog de Cálculos Laborales - Noticias laborales y fiscales 2026","63","136","https://calculoslaborales.es/blog/","Blog laboral y fiscal","1365"
"blog/irpf-autonomos-retenciones-pagos-fraccionados-modelo-130.html","IRPF para autónomos: retenciones, modelo 130 y pagos fraccionados (2026)","72","162","https://calculoslaborales.es/blog/irpf-autonomos-retenciones-pagos-fraccionados-modelo-130.html","IRPF para autonomos: retenciones, modelo 130 y pagos fraccionados (2026)","1215"
"blog/iva-para-autonomos-como-declarar-y-deducir.html","IVA para autónomos: cómo declararlo y qué se puede deducir (2026)","65","156","https://calculoslaborales.es/blog/iva-para-autonomos-como-declarar-y-deducir.html","IVA para autonomos: como declararlo y que se puede deducir (2026)","1214"
"blog/motivos-por-los-que-el-sepe-puede-denegarte-el-paro.html","Motivos por los que el SEPE puede denegarte el paro en 2026","59","166","https://calculoslaborales.es/blog/motivos-por-los-que-el-sepe-puede-denegarte-el-paro.html","Motivos por los que el SEPE puede denegarte el paro","1293"
"blog/por-que-te-retienen-tanto-irpf-en-la-nomina.html","Por que te retienen tanto IRPF en la nomina (2026): causas y como ajustarlo","75","155","https://calculoslaborales.es/blog/por-que-te-retienen-tanto-irpf-en-la-nomina.html","Por que te retienen tanto IRPF en la nomina","1387"
"blog/que-documentos-necesitas-para-pedir-el-paro-sin-errores.html","Que documentos necesitas para pedir el paro sin errores en 2026","63","162","https://calculoslaborales.es/blog/que-documentos-necesitas-para-pedir-el-paro-sin-errores.html","Que documentos necesitas para pedir el paro sin errores","1284"
"blog/que-hacer-si-te-despiden-en-2026.html","Que hacer si te despiden en 2026: pasos, plazos y errores que te perjudican","75","152","https://calculoslaborales.es/blog/que-hacer-si-te-despiden-en-2026.html","Que hacer si te despiden en 2026","1357"
"blog/reforma-pensiones-2026.html","Reforma de pensiones 2026: cotización, jubilación e impacto","59","138","https://calculoslaborales.es/blog/reforma-pensiones-2026.html","Reforma de pensiones 2026: cambios en cotizacion","1093"
"blog/teletrabajo-derechos-2026.html","Teletrabajo 2026 en España: derechos, desconexión y obligaciones","64","152","https://calculoslaborales.es/blog/teletrabajo-derechos-2026.html","Teletrabajo 2026: derechos y obligaciones","1051"
"guia/cambios-laborales-2026.html","Cambios laborales 2026 en España — Nuevas leyes y normativas","60","128","https://calculoslaborales.es/guia/cambios-laborales-2026.html","Cambios laborales 2026 en España","1159"
"guia/como-calcular-base-reguladora-paro.html","Cómo calcular la base reguladora del paro (2026)","48","127","https://calculoslaborales.es/guia/como-calcular-base-reguladora-paro.html","Cómo calcular la base reguladora del paro","1087"
"guia/como-calcular-finiquito-en-espana.html","Cómo calcular el finiquito en España (2026) — Guía paso a paso","62","136","https://calculoslaborales.es/guia/como-calcular-finiquito-en-espana.html","Cómo calcular el finiquito en España (paso a paso)","1439"
"guia/como-calcular-indemnizacion-por-despido.html","Indemnizacion por despido 2026 en Espana | Calculo y ejemplos","61","138","https://calculoslaborales.es/guia/como-calcular-indemnizacion-por-despido.html","Cómo calcular la indemnización por despido en España","967"
"guia/como-leer-una-nomina.html","Cómo leer una nómina 2026 — Guía completa y explicada","53","120","https://calculoslaborales.es/guia/como-leer-una-nomina.html","Cómo leer una nómina en España (paso a paso)","1070"
"guia/como-se-pagan-las-horas-extra.html","Horas extra en España (2026) — Cómo se pagan y cuánto se cobra","62","126","https://calculoslaborales.es/guia/como-se-pagan-las-horas-extra.html","Cómo se pagan las horas extra en España","1077"
"guia/como-solicitar-el-paro-paso-a-paso.html","Como solicitar el paro en 2026 | Requisitos, plazo y SEPE","57","139","https://calculoslaborales.es/guia/como-solicitar-el-paro-paso-a-paso.html","Cómo solicitar el paro paso a paso en España","1040"
"guia/cuando-se-cobra-el-paro-tras-solicitarlo.html","Cuando se cobra el paro en 2026 | Fechas y primer pago","54","140","https://calculoslaborales.es/guia/cuando-se-cobra-el-paro-tras-solicitarlo.html","Cuándo se cobra el paro tras solicitarlo","1138"
"guia/cuanto-se-cobra-el-primer-mes-de-paro.html","Cuánto se cobra el primer mes de paro (2026) — Ejemplos y cálculo","65","128","https://calculoslaborales.es/guia/cuanto-se-cobra-el-primer-mes-de-paro.html","Cuánto se cobra el primer mes de paro (y por qué puede variar)","1088"
"guia/declarar-irpf-2026.html","Cómo declarar IRPF 2026 en España: guía paso a paso","51","122","https://calculoslaborales.es/guia/declarar-irpf-2026.html","Cómo declarar IRPF 2026 paso a paso","1084"
"guia/derechos-del-trabajador-2026.html","Derechos del trabajador en España 2026","38","118","https://calculoslaborales.es/guia/derechos-del-trabajador-2026.html","Derechos del trabajador en España 2026","1004"
"guia/diferencia-entre-sueldo-bruto-y-neto.html","Sueldo bruto vs neto (2026) — Diferencias y ejemplos","52","129","https://calculoslaborales.es/guia/diferencia-entre-sueldo-bruto-y-neto.html","Diferencia entre sueldo bruto y sueldo neto","1522"
"guia/gastos-deducibles-autonomos-iva-irpf.html","Gastos deducibles de autonomos en IVA e IRPF (2026)","51","131","https://calculoslaborales.es/guia/gastos-deducibles-autonomos-iva-irpf.html","Gastos deducibles de autonomos (IVA e IRPF)","1051"
"guia/indemnizacion-despido-tabla.html","Indemnización por despido: tabla de cálculo y casos","51","133","https://calculoslaborales.es/guia/indemnizacion-despido-tabla.html","Indemnización por despido en España","1442"
"guia/paro-en-espana-guia-completa.html","Paro en España: guía completa 2026 | Requisitos, cuántía, duración y solicitud","78","158","https://calculoslaborales.es/guia/paro-en-espana-guia-completa.html","El paro en España: guía completa 2026","2109"
"guia/plazo-para-solicitar-el-paro.html","Plazo para solicitar el paro en Espana (2026)","45","124","https://calculoslaborales.es/guia/plazo-para-solicitar-el-paro.html","Plazo para solicitar el paro","1260"
"guia/reanudar-paro-despues-de-trabajar.html","Cómo reanudar el paro después de trabajar (2026)","48","123","https://calculoslaborales.es/guia/reanudar-paro-despues-de-trabajar.html","Reanudar el paro despues de trabajar","1022"
"guia/subvenciones-desempleo-2026.html","Subvenciones y subsidios por desempleo 2026","43","113","https://calculoslaborales.es/guia/subvenciones-desempleo-2026.html","Subvenciones y subsidios por desempleo 2026","1083"
"guia/trabajar-mientras-cobras-el-paro.html","Trabajar y cobrar el paro 2026 | Guía | Cálculos Laborales","58","133","https://calculoslaborales.es/guia/trabajar-mientras-cobras-el-paro.html","¿Se puede trabajar mientras cobras el paro?","1131"
"bajas/baja-enfermedad-comun.html","Baja por enfermedad común en España: cuánto se cobra","52","264","https://calculoslaborales.es/bajas/baja-enfermedad-comun.html","Baja laboral por enfermedad común en España","1272"
"bajas/baja-maternidad.html","Baja por maternidad 2026 en España: guía clara y actualizada","60","301","https://calculoslaborales.es/bajas/baja-maternidad.html","Baja por maternidad 2026 en España: guía clara y actualizada","1183"
"bajas/baja-paternidad.html","Baja por paternidad 2026 en España: cuánto se cobra y cuánto dura","65","283","https://calculoslaborales.es/bajas/baja-paternidad.html","Baja por paternidad 2026 en España: cuánto se cobra y cuánto dura","1208"
"bajas/baja-por-accidente-laboral.html","Baja por accidente laboral en España: cuánto se cobra","53","282","https://calculoslaborales.es/bajas/baja-por-accidente-laboral.html","Baja por accidente laboral en España","1255"
"bajas/baja-por-ansiedad.html","Baja por ansiedad laboral en España: cuánto se cobra y cómo funciona (2026)","75","320","https://calculoslaborales.es/bajas/baja-por-ansiedad.html","Baja por ansiedad laboral en España","1772"
"bajas/baja-por-enfermedad.html","Baja por enfermedad en España: requisitos, cobro y claves (2026)","64","276","https://calculoslaborales.es/bajas/baja-por-enfermedad.html","Baja por enfermedad en España: requisitos, cobro y claves (2026)","1167"
"bajas/cuanto-se-cobra-de-baja.html","Cuánto se cobra de baja laboral en España (2026)","48","287","https://calculoslaborales.es/bajas/cuanto-se-cobra-de-baja.html","Cuánto se cobra de baja laboral en España (2026)","1207"
"bajas/index.html","Bajas laborales en España (2026) - guía, cálculo y dudas frecuentes","67","321","https://calculoslaborales.es/bajas/","Bajas laborales en España (2026): cuánto se cobra y qué debes revisar","1033"
"bajas/quien-paga-la-baja-laboral.html","Quién paga la baja laboral en España (empresa, mutua o INSS)","60","287","https://calculoslaborales.es/bajas/quien-paga-la-baja-laboral.html","Quién paga la baja laboral en España (empresa, mutua o INSS)","1293"
"desempleo/cuanto-se-cobra-de-paro.html","Cuánto se cobra de paro 2026 | Base reguladora, topes y porcentajes","67","294","https://calculoslaborales.es/desempleo/cuanto-se-cobra-de-paro.html","¿Cuánto se cobra de paro en 2026?","1444"
"desempleo/index.html","Desempleo y paro en España (2026) — Guía completa y calculadoras","64","317","https://calculoslaborales.es/desempleo/","Desempleo y paro en España (2026): guía completa","1161"
"desempleo/simulador-cuanto-paro-me-queda.html","Simulador cuánto paro me queda 2026 | Prestación pendiente y días por cobrar","76","163","https://calculoslaborales.es/desempleo/simulador-cuanto-paro-me-queda.html","Simulador: ¿cuánto paro me queda?","996"
"desempleo/simulador-derecho-paro.html","Simulador derecho a paro 2026 | Comprueba si cumples requisitos","63","157","https://calculoslaborales.es/desempleo/simulador-derecho-paro.html","Simulador: ¿tengo derecho a paro?","1042"
"autonomos/index.html","Autónomos 2026: cuota, IVA e IRPF | Guía y calculadoras | Cálculos Laborales","76","323","https://calculoslaborales.es/autonomos/","Autónomos en España (2026): cuota, IVA e IRPF","1089"
"tools/calculadora-antiguedad-laboral.html","Calculadora antiguedad laboral 2026 | Anos, meses, dias y trienios","66","127","https://calculoslaborales.es/tools/calculadora-antiguedad-laboral.html","Calculadora de antiguedad laboral","888"
"tools/calculadora-baja-laboral.html","Calculadora baja laboral 2026 | IT por enfermedad comun o accidente","67","279","https://calculoslaborales.es/tools/calculadora-baja-laboral.html","Calculadora de baja laboral (IT)","1054"
"tools/calculadora-dias-cotizados.html","Calculadora dias cotizados 2026 | Vida laboral y equivalencias","62","127","https://calculoslaborales.es/tools/calculadora-dias-cotizados.html","Calculadora de dias cotizados","1004"
"tools/calculadora-incapacidad-permanente.html","Calculadora incapacidad permanente 2026 | Total, absoluta y gran invalidez","74","130","https://calculoslaborales.es/tools/calculadora-incapacidad-permanente.html","Calculadora de incapacidad permanente","957"
"tools/calculadora-indemnizacion-despido.html","Calculadora indemnizacion despido 2026 | Improcedente, objetivo y temporal","74","295","https://calculoslaborales.es/tools/calculadora-indemnizacion-despido.html","Calculadora de indemnizacion por despido","1059"
"tools/calculadora-irpf-nomina.html","Calculadora IRPF nomina 2026 | Retencion mensual orientativa","60","278","https://calculoslaborales.es/tools/calculadora-irpf-nomina.html","Calculadora de IRPF en nomina","1116"
"tools/calculadora-iva-autonomos.html","Calculadora IVA autónomos 2026 | Cálculos Laborales","51","245","https://calculoslaborales.es/tools/calculadora-iva-autonomos.html","Calculadora IVA para autónomos (2026)","953"
"tools/calculadora-jubilacion.html","Calculadora jubilacion 2026 | Pension orientativa y edad de retiro","66","122","https://calculoslaborales.es/tools/calculadora-jubilacion.html","Calculadora de jubilacion","949"
"tools/calculadora-pagas-extra.html","Calculadora pagas extra 2026 | Prorrata y cobro en junio o diciembre","68","278","https://calculoslaborales.es/tools/calculadora-pagas-extra.html","Calculadora de pagas extra","989"
"tools/calculadora-paro.html","Calculadora paro 2026 en España | Cuánto cobras y topes","55","277","https://calculoslaborales.es/tools/calculadora-paro.html","Calculadora del paro 2026: estima tu prestación","1174"
"tools/calculadora-plus-nocturnidad.html","Calculadora plus nocturnidad 2026 | Horas nocturnas y complemento","65","131","https://calculoslaborales.es/tools/calculadora-plus-nocturnidad.html","Calculadora de plus de nocturnidad","1006"
"tools/calculadora-vacaciones-generadas.html","Calculadora de vacaciones generadas 2026 | Dias pendientes en Espana","68","288","https://calculoslaborales.es/tools/calculadora-vacaciones-generadas.html","Calculadora de vacaciones generadas","991"
"tools/cuota-autonomos.html","Calculadora cuota autónomos 2026 | Cálculos Laborales","53","274","https://calculoslaborales.es/tools/cuota-autonomos.html","Calculadora de cuota de autónomos (2026)","931"
"tools/duracion-paro.html","Duración del paro 2026 | Calculadora por días cotizados","55","255","https://calculoslaborales.es/tools/duracion-paro.html","Calculadora duración del paro 2026","1202"
"tools/finiquito.html","Calculadora finiquito 2026 en España | Vacaciones y pagas extra","63","278","https://calculoslaborales.es/tools/finiquito.html","¿Cuánto me corresponde de finiquito? Calculadora 2026","1192"
"tools/horas-trabajadas.html","Calculadora de horas trabajadas 2026 | Turnos, descansos y horas extra","70","291","https://calculoslaborales.es/tools/horas-trabajadas.html","Calculadora de horas trabajadas","1053"
"tools/retencion-factura-autonomos.html","Calculadora IRPF en factura 2026 | Cálculos Laborales","53","250","https://calculoslaborales.es/tools/retencion-factura-autonomos.html","Calculadora de factura con IVA e IRPF (2026)","950"
"tools/subsidio-mayores-52.html","Subsidio mayores de 52 anos 2026 | Requisitos y calculo","55","249","https://calculoslaborales.es/tools/subsidio-mayores-52.html","Subsidio para mayores de 52 años (2026)","1123"
"tools/sueldo-neto.html","Calculadora sueldo neto 2026 en España | IRPF y Seguridad Social","64","288","https://calculoslaborales.es/tools/sueldo-neto.html","Calculadora de sueldo neto 2026","1426"
"legal/aviso-legal.html","Aviso legal — Cálculos Laborales","32","225","https://calculoslaborales.es/legal/aviso-legal.html","Aviso legal","424"
"legal/cookies.html","Política de cookies — Cálculos Laborales","40","256","https://calculoslaborales.es/legal/cookies.html","Política de cookies","624"
"legal/metodologia-calculos.html","Metodología de cálculos — Cálculos Laborales","44","312","https://calculoslaborales.es/legal/metodologia-calculos.html","Metodología de cálculos","1148"
"legal/privacidad.html","Política de privacidad — Cálculos Laborales","43","249","https://calculoslaborales.es/legal/privacidad.html","Política de privacidad","647"
"legal/sobre-nosotros.html","Sobre nosotros — Cálculos Laborales","35","316","https://calculoslaborales.es/legal/sobre-nosotros.html","Sobre CalculosLaborales.es","658"
